pdb_id,target_chain,partner_chain,threshold,positive_count,negative_count,positive_ratio,negative_ratio
4A7S,A,F,0.50,19,134,0.124183,0.875817
4A7S,A,F,1.00,19,134,0.124183,0.875817
4A7S,A,F,2.00,18,135,0.117647,0.882353
4A7S,A,F,5.00,17,136,0.111111,0.888889
4HE9,A,B,0.50,41,58,0.414141,0.585859
4HE9,A,B,1.00,41,58,0.414141,0.585859
4HE9,A,B,2.00,40,59,0.404040,0.595960
4HE9,A,B,5.00,36,63,0.363636,0.636364
4U9I,L,S,0.50,93,440,0.174484,0.825516
4U9I,L,S,1.00,93,440,0.174484,0.825516
4U9I,L,S,2.00,88,445,0.165103,0.834897
4U9I,L,S,5.00,79,454,0.148218,0.851782
7XFS,A,B,0.50,14,82,0.145833,0.854167
7XFS,A,B,1.00,14,82,0.145833,0.854167
7XFS,A,B,2.00,13,83,0.135417,0.864583
7XFS,A,B,5.00,13,83,0.135417,0.864583
8DA3,A,B,0.50,15,39,0.277778,0.722222
8DA3,A,B,1.00,15,39,0.277778,0.722222
8DA3,A,B,2.00,14,40,0.259259,0.740741
8DA3,A,B,5.00,14,40,0.259259,0.740741
8GKO,A,C,0.50,28,67,0.294737,0.705263
8GKO,A,C,1.00,28,67,0.294737,0.705263
8GKO,A,C,2.00,27,68,0.284211,0.715789
8GKO,A,C,5.00,27,68,0.284211,0.715789
2C9V,A,F,0.50,20,133,0.130719,0.869281
2C9V,A,F,1.00,20,133,0.130719,0.869281
2C9V,A,F,2.00,18,135,0.117647,0.882353
2C9V,A,F,5.00,17,136,0.111111,0.888889
3DK1,A,B,0.50,43,56,0.434343,0.565657
3DK1,A,B,1.00,43,56,0.434343,0.565657
3DK1,A,B,2.00,42,57,0.424242,0.575758
3DK1,A,B,5.00,38,61,0.383838,0.616162
3SZH,A,B,0.50,43,72,0.373913,0.626087
3SZH,A,B,1.00,43,72,0.373913,0.626087
3SZH,A,B,2.00,42,73,0.365217,0.634783
3SZH,A,B,5.00,38,77,0.330435,0.669565
4QRN,A,B,0.50,72,280,0.204545,0.795455
4QRN,A,B,1.00,72,280,0.204545,0.795455
4QRN,A,B,2.00,67,285,0.190341,0.809659
4QRN,A,B,5.00,63,289,0.178977,0.821023
6RHF,A,B,0.50,20,86,0.188679,0.811321
6RHF,A,B,1.00,20,86,0.188679,0.811321
6RHF,A,B,2.00,19,87,0.179245,0.820755
6RHF,A,B,5.00,19,87,0.179245,0.820755
6YWH,A,B,0.50,20,88,0.185185,0.814815
6YWH,A,B,1.00,20,88,0.185185,0.814815
6YWH,A,B,2.00,19,89,0.175926,0.824074
6YWH,A,B,5.00,19,89,0.175926,0.824074
8BBP,A,B,0.50,54,290,0.156977,0.843023
8BBP,A,B,1.00,54,290,0.156977,0.843023
8BBP,A,B,2.00,49,295,0.142442,0.857558
8BBP,A,B,5.00,45,299,0.130814,0.869186
8ZYH,A,B,0.50,44,74,0.372881,0.627119
8ZYH,A,B,1.00,44,74,0.372881,0.627119
8ZYH,A,B,2.00,44,74,0.372881,0.627119
8ZYH,A,B,5.00,39,79,0.330508,0.669492
3V1E,A,B,0.50,12,31,0.279070,0.720930
3V1E,A,B,1.00,12,31,0.279070,0.720930
3V1E,A,B,2.00,12,31,0.279070,0.720930
3V1E,A,B,5.00,12,31,0.279070,0.720930
4K12,A,B,0.50,21,43,0.328125,0.671875
4K12,A,B,1.00,21,43,0.328125,0.671875
4K12,A,B,2.00,20,44,0.312500,0.687500
4K12,A,B,5.00,15,49,0.234375,0.765625
1W23,A,B,0.50,63,297,0.175000,0.825000
1W23,A,B,1.00,63,297,0.175000,0.825000
1W23,A,B,2.00,62,298,0.172222,0.827778
1W23,A,B,5.00,59,301,0.163889,0.836111
2XMJ,A,B,0.50,16,47,0.253968,0.746032
2XMJ,A,B,1.00,16,47,0.253968,0.746032
2XMJ,A,B,2.00,15,48,0.238095,0.761905
2XMJ,A,B,5.00,15,48,0.238095,0.761905
4AVR,A,B,0.50,24,71,0.252632,0.747368
4AVR,A,B,1.00,24,71,0.252632,0.747368
4AVR,A,B,2.00,23,72,0.242105,0.757895
4AVR,A,B,5.00,22,73,0.231579,0.768421
4L57,A,B,0.50,28,164,0.145833,0.854167
4L57,A,B,1.00,28,164,0.145833,0.854167
4L57,A,B,2.00,28,164,0.145833,0.854167
4L57,A,B,5.00,27,165,0.140625,0.859375
4PE0,A,X,0.50,39,53,0.423913,0.576087
4PE0,A,X,1.00,39,53,0.423913,0.576087
4PE0,A,X,2.00,37,55,0.402174,0.597826
4PE0,A,X,5.00,35,57,0.380435,0.619565
5F8S,A,B,0.50,16,133,0.107383,0.892617
5F8S,A,B,1.00,16,133,0.107383,0.892617
5F8S,A,B,2.00,16,133,0.107383,0.892617
5F8S,A,B,5.00,15,134,0.100671,0.899329
5K1L,A,B,0.50,15,122,0.109489,0.890511
5K1L,A,B,1.00,15,122,0.109489,0.890511
5K1L,A,B,2.00,13,124,0.094891,0.905109
5K1L,A,B,5.00,13,124,0.094891,0.905109
5LKV,A,B,0.50,14,123,0.102190,0.897810
5LKV,A,B,1.00,14,123,0.102190,0.897810
5LKV,A,B,2.00,14,123,0.102190,0.897810
5LKV,A,B,5.00,14,123,0.102190,0.897810
5UMP,A,B,0.50,48,73,0.396694,0.603306
5UMP,A,B,1.00,48,73,0.396694,0.603306
5UMP,A,B,2.00,48,73,0.396694,0.603306
5UMP,A,B,5.00,46,75,0.380165,0.619835
6SFE,A,B,0.50,28,224,0.111111,0.888889
6SFE,A,B,1.00,28,224,0.111111,0.888889
6SFE,A,B,2.00,26,226,0.103175,0.896825
6SFE,A,B,5.00,26,226,0.103175,0.896825
7Q1R,A,B,0.50,16,14,0.533333,0.466667
7Q1R,A,B,1.00,16,14,0.533333,0.466667
7Q1R,A,B,2.00,16,14,0.533333,0.466667
7Q1R,A,B,5.00,16,14,0.533333,0.466667
7UEZ,A,B,0.50,31,166,0.157360,0.842640
7UEZ,A,B,1.00,31,166,0.157360,0.842640
7UEZ,A,B,2.00,28,169,0.142132,0.857868
7UEZ,A,B,5.00,28,169,0.142132,0.857868
8ZYG,A,B,0.50,47,70,0.401709,0.598291
8ZYG,A,B,1.00,47,70,0.401709,0.598291
8ZYG,A,B,2.00,44,73,0.376068,0.623932
8ZYG,A,B,5.00,39,78,0.333333,0.666667
9JEW,A,B,0.50,49,69,0.415254,0.584746
9JEW,A,B,1.00,49,69,0.415254,0.584746
9JEW,A,B,2.00,45,73,0.381356,0.618644
9JEW,A,B,5.00,38,80,0.322034,0.677966
9XS9,A,B,0.50,48,70,0.406780,0.593220
9XS9,A,B,1.00,48,70,0.406780,0.593220
9XS9,A,B,2.00,43,75,0.364407,0.635593
9XS9,A,B,5.00,38,80,0.322034,0.677966
1KZK,A,B,0.50,40,59,0.404040,0.595960
1KZK,A,B,1.00,40,59,0.404040,0.595960
1KZK,A,B,2.00,39,60,0.393939,0.606061
1KZK,A,B,5.00,37,62,0.373737,0.626263
1QLW,A,B,0.50,75,243,0.235849,0.764151
1QLW,A,B,1.00,75,243,0.235849,0.764151
1QLW,A,B,2.00,71,247,0.223270,0.776730
1QLW,A,B,5.00,66,252,0.207547,0.792453
2CAR,A,B,0.50,29,167,0.147959,0.852041
2CAR,A,B,1.00,29,167,0.147959,0.852041
2CAR,A,B,2.00,27,169,0.137755,0.862245
2CAR,A,B,5.00,23,173,0.117347,0.882653
2ZJX,A,B,0.50,10,48,0.172414,0.827586
2ZJX,A,B,1.00,10,48,0.172414,0.827586
2ZJX,A,B,2.00,10,48,0.172414,0.827586
2ZJX,A,B,5.00,8,50,0.137931,0.862069
2ZVX,A,B,0.50,9,49,0.155172,0.844828
2ZVX,A,B,1.00,9,49,0.155172,0.844828
2ZVX,A,B,2.00,9,49,0.155172,0.844828
2ZVX,A,B,5.00,7,51,0.120690,0.879310
3MWS,A,B,0.50,42,57,0.424242,0.575758
3MWS,A,B,1.00,42,57,0.424242,0.575758
3MWS,A,B,2.00,42,57,0.424242,0.575758
3MWS,A,B,5.00,36,63,0.363636,0.636364
3ZY7,A,B,0.50,21,95,0.181034,0.818966
3ZY7,A,B,1.00,21,95,0.181034,0.818966
3ZY7,A,B,2.00,19,97,0.163793,0.836207
3ZY7,A,B,5.00,18,98,0.155172,0.844828
4ZO2,A,B,0.50,26,267,0.088737,0.911263
4ZO2,A,B,1.00,26,267,0.088737,0.911263
4ZO2,A,B,2.00,25,268,0.085324,0.914676
4ZO2,A,B,5.00,23,270,0.078498,0.921502
5Y9Z,A,B,0.50,33,165,0.166667,0.833333
5Y9Z,A,B,1.00,33,165,0.166667,0.833333
5Y9Z,A,B,2.00,33,165,0.166667,0.833333
5Y9Z,A,B,5.00,30,168,0.151515,0.848485
6THO,A,B,0.50,41,179,0.186364,0.813636
6THO,A,B,1.00,41,179,0.186364,0.813636
6THO,A,B,2.00,40,180,0.181818,0.818182
6THO,A,B,5.00,37,183,0.168182,0.831818
6Z8J,A,B,0.50,83,196,0.297491,0.702509
6Z8J,A,B,1.00,83,196,0.297491,0.702509
6Z8J,A,B,2.00,82,197,0.293907,0.706093
6Z8J,A,B,5.00,77,202,0.275986,0.724014
6ZEG,A,C,0.50,77,234,0.247588,0.752412
6ZEG,A,C,1.00,77,234,0.247588,0.752412
6ZEG,A,C,2.00,71,240,0.228296,0.771704
6ZEG,A,C,5.00,68,243,0.218650,0.781350
6FIY,A,B,0.50,27,272,0.090301,0.909699
6FIY,A,B,1.00,27,272,0.090301,0.909699
6FIY,A,B,2.00,27,272,0.090301,0.909699
6FIY,A,B,5.00,25,274,0.083612,0.916388
5WAA,A,B,0.50,43,73,0.370690,0.629310
5WAA,A,B,1.00,43,73,0.370690,0.629310
5WAA,A,B,2.00,43,73,0.370690,0.629310
5WAA,A,B,5.00,40,76,0.344828,0.655172
1F86,A,B,0.50,23,92,0.200000,0.800000
1F86,A,B,1.00,23,92,0.200000,0.800000
1F86,A,B,2.00,23,92,0.200000,0.800000
1F86,A,B,5.00,22,93,0.191304,0.808696
1G8T,A,B,0.50,24,217,0.099585,0.900415
1G8T,A,B,1.00,24,217,0.099585,0.900415
1G8T,A,B,2.00,22,219,0.091286,0.908714
1G8T,A,B,5.00,22,219,0.091286,0.908714
1O5X,A,B,0.50,43,203,0.174797,0.825203
1O5X,A,B,1.00,43,203,0.174797,0.825203
1O5X,A,B,2.00,42,204,0.170732,0.829268
1O5X,A,B,5.00,39,207,0.158537,0.841463
1OH0,A,B,0.50,29,96,0.232000,0.768000
1OH0,A,B,1.00,29,96,0.232000,0.768000
1OH0,A,B,2.00,28,97,0.224000,0.776000
1OH0,A,B,5.00,28,97,0.224000,0.776000
1QL0,A,B,0.50,25,216,0.103734,0.896266
1QL0,A,B,1.00,25,216,0.103734,0.896266
1QL0,A,B,2.00,23,218,0.095436,0.904564
1QL0,A,B,5.00,21,220,0.087137,0.912863
1R0R,E,I,0.50,29,245,0.105839,0.894161
1R0R,E,I,1.00,29,245,0.105839,0.894161
1R0R,E,I,2.00,29,245,0.105839,0.894161
1R0R,E,I,5.00,23,251,0.083942,0.916058
1SBY,A,B,0.50,63,191,0.248031,0.751969
1SBY,A,B,1.00,63,191,0.248031,0.751969
1SBY,A,B,2.00,60,194,0.236220,0.763780
1SBY,A,B,5.00,54,200,0.212598,0.787402
1UZ3,A,B,0.50,29,73,0.284314,0.715686
1UZ3,A,B,1.00,29,73,0.284314,0.715686
1UZ3,A,B,2.00,29,73,0.284314,0.715686
1UZ3,A,B,5.00,27,75,0.264706,0.735294
1WUK,L,S,0.50,92,441,0.172608,0.827392
1WUK,L,S,1.00,92,441,0.172608,0.827392
1WUK,L,S,2.00,88,445,0.165103,0.834897
1WUK,L,S,5.00,81,452,0.151970,0.848030
2AB0,A,B,0.50,34,161,0.174359,0.825641
2AB0,A,B,1.00,34,161,0.174359,0.825641
2AB0,A,B,2.00,34,161,0.174359,0.825641
2AB0,A,B,5.00,30,165,0.153846,0.846154
2AIB,A,B,0.50,13,85,0.132653,0.867347
2AIB,A,B,1.00,13,85,0.132653,0.867347
2AIB,A,B,2.00,13,85,0.132653,0.867347
2AIB,A,B,5.00,11,87,0.112245,0.887755
2AOG,A,B,0.50,42,57,0.424242,0.575758
2AOG,A,B,1.00,42,57,0.424242,0.575758
2AOG,A,B,2.00,42,57,0.424242,0.575758
2AOG,A,B,5.00,37,62,0.373737,0.626263
2AVM,A,B,0.50,42,57,0.424242,0.575758
2AVM,A,B,1.00,42,57,0.424242,0.575758
2AVM,A,B,2.00,42,57,0.424242,0.575758
2AVM,A,B,5.00,39,60,0.393939,0.606061
2AVO,A,B,0.50,40,59,0.404040,0.595960
2AVO,A,B,1.00,40,59,0.404040,0.595960
2AVO,A,B,2.00,39,60,0.393939,0.606061
2AVO,A,B,5.00,35,64,0.353535,0.646465
2AVS,A,B,0.50,39,60,0.393939,0.606061
2AVS,A,B,1.00,39,60,0.393939,0.606061
2AVS,A,B,2.00,38,61,0.383838,0.616162
2AVS,A,B,5.00,36,63,0.363636,0.636364
2IDW,A,B,0.50,40,59,0.404040,0.595960
2IDW,A,B,1.00,40,59,0.404040,0.595960
2IDW,A,B,2.00,39,60,0.393939,0.606061
2IDW,A,B,5.00,38,61,0.383838,0.616162
2NMY,A,B,0.50,43,56,0.434343,0.565657
2NMY,A,B,1.00,43,56,0.434343,0.565657
2NMY,A,B,2.00,42,57,0.424242,0.575758
2NMY,A,B,5.00,39,60,0.393939,0.606061
2NXV,A,B,0.50,51,198,0.204819,0.795181
2NXV,A,B,1.00,51,198,0.204819,0.795181
2NXV,A,B,2.00,50,199,0.200803,0.799197
2NXV,A,B,5.00,46,203,0.184739,0.815261
2NYB,A,B,0.50,22,170,0.114583,0.885417
2NYB,A,B,1.00,22,170,0.114583,0.885417
2NYB,A,B,2.00,22,170,0.114583,0.885417
2NYB,A,B,5.00,19,173,0.098958,0.901042
2P45,A,B,0.50,16,108,0.129032,0.870968
2P45,A,B,1.00,16,108,0.129032,0.870968
2P45,A,B,2.00,15,109,0.120968,0.879032
2P45,A,B,5.00,15,109,0.120968,0.879032
3AYJ,A,B,0.50,99,585,0.144737,0.855263
3AYJ,A,B,1.00,99,585,0.144737,0.855263
3AYJ,A,B,2.00,98,586,0.143275,0.856725
3AYJ,A,B,5.00,88,596,0.128655,0.871345
3CT6,A,B,0.50,30,100,0.230769,0.769231
3CT6,A,B,1.00,30,100,0.230769,0.769231
3CT6,A,B,2.00,29,101,0.223077,0.776923
3CT6,A,B,5.00,28,102,0.215385,0.784615
3EWW,A,B,0.50,54,203,0.210117,0.789883
3EWW,A,B,1.00,54,203,0.210117,0.789883
3EWW,A,B,2.00,51,206,0.198444,0.801556
3EWW,A,B,5.00,47,210,0.182879,0.817121
3I2Z,A,B,0.50,15,56,0.211268,0.788732
3I2Z,A,B,1.00,15,56,0.211268,0.788732
3I2Z,A,B,2.00,15,56,0.211268,0.788732
3I2Z,A,B,5.00,13,58,0.183099,0.816901
3RPE,A,B,0.50,52,145,0.263959,0.736041
3RPE,A,B,1.00,52,145,0.263959,0.736041
3RPE,A,B,2.00,52,145,0.263959,0.736041
3RPE,A,B,5.00,47,150,0.238579,0.761421
3WMU,A,B,0.50,16,135,0.105960,0.894040
3WMU,A,B,1.00,16,135,0.105960,0.894040
3WMU,A,B,2.00,16,135,0.105960,0.894040
3WMU,A,B,5.00,14,137,0.092715,0.907285
4CJ0,A,B,0.50,28,506,0.052434,0.947566
4CJ0,A,B,1.00,28,506,0.052434,0.947566
4CJ0,A,B,2.00,26,508,0.048689,0.951311
4CJ0,A,B,5.00,21,513,0.039326,0.960674
4CNG,A,B,0.50,32,124,0.205128,0.794872
4CNG,A,B,1.00,32,124,0.205128,0.794872
4CNG,A,B,2.00,31,125,0.198718,0.801282
4CNG,A,B,5.00,31,125,0.198718,0.801282
4GHO,A,B,0.50,9,87,0.093750,0.906250
4GHO,A,B,1.00,9,87,0.093750,0.906250
4GHO,A,B,2.00,9,87,0.093750,0.906250
4GHO,A,B,5.00,7,89,0.072917,0.927083
4ID0,A,B,0.50,54,147,0.268657,0.731343
4ID0,A,B,1.00,54,147,0.268657,0.731343
4ID0,A,B,2.00,52,149,0.258706,0.741294
4ID0,A,B,5.00,49,152,0.243781,0.756219
4J8C,A,B,0.50,27,17,0.613636,0.386364
4J8C,A,B,1.00,27,17,0.613636,0.386364
4J8C,A,B,2.00,27,17,0.613636,0.386364
4J8C,A,B,5.00,25,19,0.568182,0.431818
4MAK,A,B,0.50,23,50,0.315068,0.684932
4MAK,A,B,1.00,23,50,0.315068,0.684932
4MAK,A,B,2.00,22,51,0.301370,0.698630
4MAK,A,B,5.00,20,53,0.273973,0.726027
4NFS,A,B,0.50,46,328,0.122995,0.877005
4NFS,A,B,1.00,46,328,0.122995,0.877005
4NFS,A,B,2.00,45,329,0.120321,0.879679
4NFS,A,B,5.00,41,333,0.109626,0.890374
4NG5,A,B,0.50,46,328,0.122995,0.877005
4NG5,A,B,1.00,46,328,0.122995,0.877005
4NG5,A,B,2.00,45,329,0.120321,0.879679
4NG5,A,B,5.00,41,333,0.109626,0.890374
4NSY,A,B,0.50,22,242,0.083333,0.916667
4NSY,A,B,1.00,22,242,0.083333,0.916667
4NSY,A,B,2.00,21,243,0.079545,0.920455
4NSY,A,B,5.00,19,245,0.071970,0.928030
4QLP,A,B,0.50,54,121,0.308571,0.691429
4QLP,A,B,1.00,54,121,0.308571,0.691429
4QLP,A,B,2.00,49,126,0.280000,0.720000
4QLP,A,B,5.00,46,129,0.262857,0.737143
4UE8,A,B,0.50,38,124,0.234568,0.765432
4UE8,A,B,1.00,38,124,0.234568,0.765432
4UE8,A,B,2.00,37,125,0.228395,0.771605
4UE8,A,B,5.00,33,129,0.203704,0.796296
4XD2,A,B,0.50,46,328,0.122995,0.877005
4XD2,A,B,1.00,46,328,0.122995,0.877005
4XD2,A,B,2.00,45,329,0.120321,0.879679
4XD2,A,B,5.00,42,332,0.112299,0.887701
5ID8,A,C,0.50,10,131,0.070922,0.929078
5ID8,A,C,1.00,10,131,0.070922,0.929078
5ID8,A,C,2.00,10,131,0.070922,0.929078
5ID8,A,C,5.00,10,131,0.070922,0.929078
5IDA,A,C,0.50,10,131,0.070922,0.929078
5IDA,A,C,1.00,10,131,0.070922,0.929078
5IDA,A,C,2.00,10,131,0.070922,0.929078
5IDA,A,C,5.00,9,132,0.063830,0.936170
5KCP,A,B,0.50,46,328,0.122995,0.877005
5KCP,A,B,1.00,46,328,0.122995,0.877005
5KCP,A,B,2.00,45,329,0.120321,0.879679
5KCP,A,B,5.00,41,333,0.109626,0.890374
5XEC,A,C,0.50,35,47,0.426829,0.573171
5XEC,A,C,1.00,35,47,0.426829,0.573171
5XEC,A,C,2.00,35,47,0.426829,0.573171
5XEC,A,C,5.00,33,49,0.402439,0.597561
6ENI,A,B,0.50,51,53,0.490385,0.509615
6ENI,A,B,1.00,51,53,0.490385,0.509615
6ENI,A,B,2.00,50,54,0.480769,0.519231
6ENI,A,B,5.00,48,56,0.461538,0.538462
6N3X,A,B,0.50,43,72,0.373913,0.626087
6N3X,A,B,1.00,43,72,0.373913,0.626087
6N3X,A,B,2.00,43,72,0.373913,0.626087
6N3X,A,B,5.00,40,75,0.347826,0.652174
6O91,A,B,0.50,47,327,0.125668,0.874332
6O91,A,B,1.00,47,327,0.125668,0.874332
6O91,A,B,2.00,45,329,0.120321,0.879679
6O91,A,B,5.00,41,333,0.109626,0.890374
6OA7,A,B,0.50,47,327,0.125668,0.874332
6OA7,A,B,1.00,47,327,0.125668,0.874332
6OA7,A,B,2.00,46,328,0.122995,0.877005
6OA7,A,B,5.00,41,333,0.109626,0.890374
6OWM,A,B,0.50,46,328,0.122995,0.877005
6OWM,A,B,1.00,46,328,0.122995,0.877005
6OWM,A,B,2.00,45,329,0.120321,0.879679
6OWM,A,B,5.00,40,334,0.106952,0.893048
6RTP,A,B,0.50,83,200,0.293286,0.706714
6RTP,A,B,1.00,83,200,0.293286,0.706714
6RTP,A,B,2.00,83,200,0.293286,0.706714
6RTP,A,B,5.00,78,205,0.275618,0.724382
7ARR,A,D,0.50,11,21,0.343750,0.656250
7ARR,A,D,1.00,11,21,0.343750,0.656250
7ARR,A,D,2.00,11,21,0.343750,0.656250
7ARR,A,D,5.00,11,21,0.343750,0.656250
7F9J,A,B,0.50,38,93,0.290076,0.709924
7F9J,A,B,1.00,38,93,0.290076,0.709924
7F9J,A,B,2.00,36,95,0.274809,0.725191
7F9J,A,B,5.00,33,98,0.251908,0.748092
7OQK,A,B,0.50,52,202,0.204724,0.795276
7OQK,A,B,1.00,52,202,0.204724,0.795276
7OQK,A,B,2.00,51,203,0.200787,0.799213
7OQK,A,B,5.00,46,208,0.181102,0.818898
7OQN,A,B,0.50,52,202,0.204724,0.795276
7OQN,A,B,1.00,52,202,0.204724,0.795276
7OQN,A,B,2.00,51,203,0.200787,0.799213
7OQN,A,B,5.00,45,209,0.177165,0.822835
7Q6A,A,B,0.50,19,149,0.113095,0.886905
7Q6A,A,B,1.00,19,149,0.113095,0.886905
7Q6A,A,B,2.00,19,149,0.113095,0.886905
7Q6A,A,B,5.00,18,150,0.107143,0.892857
7RXK,A,B,0.50,31,98,0.240310,0.759690
7RXK,A,B,1.00,31,98,0.240310,0.759690
7RXK,A,B,2.00,27,102,0.209302,0.790698
7RXK,A,B,5.00,26,103,0.201550,0.798450
7UA6,A,B,0.50,46,328,0.122995,0.877005
7UA6,A,B,1.00,46,328,0.122995,0.877005
7UA6,A,B,2.00,45,329,0.120321,0.879679
7UA6,A,B,5.00,40,334,0.106952,0.893048
7UC9,A,B,0.50,46,328,0.122995,0.877005
7UC9,A,B,1.00,46,328,0.122995,0.877005
7UC9,A,B,2.00,45,329,0.120321,0.879679
7UC9,A,B,5.00,40,334,0.106952,0.893048
7UCA,A,B,0.50,46,328,0.122995,0.877005
7UCA,A,B,1.00,46,328,0.122995,0.877005
7UCA,A,B,2.00,45,329,0.120321,0.879679
7UCA,A,B,5.00,40,334,0.106952,0.893048
7UCU,A,B,0.50,46,328,0.122995,0.877005
7UCU,A,B,1.00,46,328,0.122995,0.877005
7UCU,A,B,2.00,45,329,0.120321,0.879679
7UCU,A,B,5.00,40,334,0.106952,0.893048
7UDD,A,B,0.50,47,327,0.125668,0.874332
7UDD,A,B,1.00,47,327,0.125668,0.874332
7UDD,A,B,2.00,46,328,0.122995,0.877005
7UDD,A,B,5.00,41,333,0.109626,0.890374
7UDE,A,B,0.50,46,328,0.122995,0.877005
7UDE,A,B,1.00,46,328,0.122995,0.877005
7UDE,A,B,2.00,45,329,0.120321,0.879679
7UDE,A,B,5.00,40,334,0.106952,0.893048
7YWG,A,B,0.50,23,124,0.156463,0.843537
7YWG,A,B,1.00,23,124,0.156463,0.843537
7YWG,A,B,2.00,23,124,0.156463,0.843537
7YWG,A,B,5.00,20,127,0.136054,0.863946
8BBU,A,B,0.50,13,109,0.106557,0.893443
8BBU,A,B,1.00,13,109,0.106557,0.893443
8BBU,A,B,2.00,13,109,0.106557,0.893443
8BBU,A,B,5.00,13,109,0.106557,0.893443
8EHE,A,B,0.50,48,304,0.136364,0.863636
8EHE,A,B,1.00,48,304,0.136364,0.863636
8EHE,A,B,2.00,44,308,0.125000,0.875000
8EHE,A,B,5.00,38,314,0.107955,0.892045
8OGM,A,B,0.50,18,134,0.118421,0.881579
8OGM,A,B,1.00,18,134,0.118421,0.881579
8OGM,A,B,2.00,17,135,0.111842,0.888158
8OGM,A,B,5.00,17,135,0.111842,0.888158
8Q9Y,A,B,0.50,71,400,0.150743,0.849257
8Q9Y,A,B,1.00,71,400,0.150743,0.849257
8Q9Y,A,B,2.00,66,405,0.140127,0.859873
8Q9Y,A,B,5.00,60,411,0.127389,0.872611
9G1I,A,B,0.50,65,72,0.474453,0.525547
9G1I,A,B,1.00,65,72,0.474453,0.525547
9G1I,A,B,2.00,63,74,0.459854,0.540146
9G1I,A,B,5.00,59,78,0.430657,0.569343
9SA2,A,B,0.50,30,45,0.400000,0.600000
9SA2,A,B,1.00,30,45,0.400000,0.600000
9SA2,A,B,2.00,29,46,0.386667,0.613333
9SA2,A,B,5.00,29,46,0.386667,0.613333
9RVG,A,B,0.50,31,128,0.194969,0.805031
9RVG,A,B,1.00,31,128,0.194969,0.805031
9RVG,A,B,2.00,31,128,0.194969,0.805031
9RVG,A,B,5.00,28,131,0.176101,0.823899
2OFC,A,B,0.50,25,116,0.177305,0.822695
2OFC,A,B,1.00,25,116,0.177305,0.822695
2OFC,A,B,2.00,25,116,0.177305,0.822695
2OFC,A,B,5.00,24,117,0.170213,0.829787
2QD7,A,B,0.50,39,60,0.393939,0.606061
2QD7,A,B,1.00,39,60,0.393939,0.606061
2QD7,A,B,2.00,39,60,0.393939,0.606061
2QD7,A,B,5.00,36,63,0.363636,0.636364
3A8G,A,B,0.50,84,111,0.430769,0.569231
3A8G,A,B,1.00,84,111,0.430769,0.569231
3A8G,A,B,2.00,82,113,0.420513,0.579487
3A8G,A,B,5.00,81,114,0.415385,0.584615
4ZIP,A,B,0.50,43,56,0.434343,0.565657
4ZIP,A,B,1.00,43,56,0.434343,0.565657
4ZIP,A,B,2.00,42,57,0.424242,0.575758
4ZIP,A,B,5.00,38,61,0.383838,0.616162
5QU5,A,B,0.50,45,14,0.762712,0.237288
5QU5,A,B,1.00,45,14,0.762712,0.237288
5QU5,A,B,2.00,44,15,0.745763,0.254237
5QU5,A,B,5.00,43,16,0.728814,0.271186
5WSF,A,D,0.50,43,70,0.380531,0.619469
5WSF,A,D,1.00,43,70,0.380531,0.619469
5WSF,A,D,2.00,42,71,0.371681,0.628319
5WSF,A,D,5.00,38,75,0.336283,0.663717
6TL7,A,B,0.50,27,107,0.201493,0.798507
6TL7,A,B,1.00,27,107,0.201493,0.798507
6TL7,A,B,2.00,26,108,0.194030,0.805970
6TL7,A,B,5.00,24,110,0.179104,0.820896
7QCP,A,B,0.50,36,251,0.125436,0.874564
7QCP,A,B,1.00,36,251,0.125436,0.874564
7QCP,A,B,2.00,33,254,0.114983,0.885017
7QCP,A,B,5.00,33,254,0.114983,0.885017
7RY4,A,B,0.50,31,96,0.244094,0.755906
7RY4,A,B,1.00,31,96,0.244094,0.755906
7RY4,A,B,2.00,30,97,0.236220,0.763780
7RY4,A,B,5.00,27,100,0.212598,0.787402
8OHB,A,B,0.50,19,132,0.125828,0.874172
8OHB,A,B,1.00,19,132,0.125828,0.874172
8OHB,A,B,2.00,17,134,0.112583,0.887417
8OHB,A,B,5.00,16,135,0.105960,0.894040
9G1Q,A,B,0.50,65,72,0.474453,0.525547
9G1Q,A,B,1.00,65,72,0.474453,0.525547
9G1Q,A,B,2.00,63,74,0.459854,0.540146
9G1Q,A,B,5.00,57,80,0.416058,0.583942
9RPZ,A,B,0.50,65,72,0.474453,0.525547
9RPZ,A,B,1.00,65,72,0.474453,0.525547
9RPZ,A,B,2.00,63,74,0.459854,0.540146
9RPZ,A,B,5.00,58,79,0.423358,0.576642
3TOH,A,B,0.50,39,60,0.393939,0.606061
3TOH,A,B,1.00,39,60,0.393939,0.606061
3TOH,A,B,2.00,38,61,0.383838,0.616162
3TOH,A,B,5.00,36,63,0.363636,0.636364
4DXH,A,B,0.50,46,328,0.122995,0.877005
4DXH,A,B,1.00,46,328,0.122995,0.877005
4DXH,A,B,2.00,45,329,0.120321,0.879679
4DXH,A,B,5.00,42,332,0.112299,0.887701
4I4O,A,B,0.50,19,127,0.130137,0.869863
4I4O,A,B,1.00,19,127,0.130137,0.869863
4I4O,A,B,2.00,19,127,0.130137,0.869863
4I4O,A,B,5.00,19,127,0.130137,0.869863
4ZBD,A,B,0.50,49,170,0.223744,0.776256
4ZBD,A,B,1.00,49,170,0.223744,0.776256
